id,title,journal,achievement_level,talent_pool_use,year,doi,paper_url,url,source,source_api_url,first_author_name,corresponding_author_names_json,authors_json,affiliations_json,created_at,updated_at
2260,A tri-objective approach to support vector machines with cost-based feature selection,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2646236,https://doi.org/10.1080/01605682.2026.2646236,https://doi.org/10.1080/01605682.2026.2646236,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2646236,Javier Alcaraz,"[""Javier Alcaraz""]","[{""name"": ""Javier Alcaraz"", ""orcid"": ""https://orcid.org/0000-0002-3526-508X"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Miguel Hernandez University of Elche (UMH)""]}, {""name"": ""Mercedes Landete"", ""orcid"": ""https://orcid.org/0000-0002-5201-0476"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Miguel Hernandez University of Elche (UMH)""]}, {""name"": ""Sofía Rodríguez-Ballesteros"", ""orcid"": ""https://orcid.org/0000-0001-9755-9684"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Miguel Hernandez University of Elche (UMH)""]}, {""name"": ""Daniel Valero-Carreras"", ""orcid"": ""https://orcid.org/0000-0002-9025-9950"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Catholic University of Murcia (UCAM)""]}]","[""Miguel Hernandez University of Elche (UMH)"", ""Catholic University of Murcia (UCAM)""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2266,A two-stage robust optimisation model for multi-project scheduling and material ordering under demand uncertainty,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2651219,https://doi.org/10.1080/01605682.2026.2651219,https://doi.org/10.1080/01605682.2026.2651219,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2651219,Xuejun Hu,"[""Shuyuan Liu"", ""Zhongbao Zhou""]","[{""name"": ""Xuejun Hu"", ""orcid"": ""https://orcid.org/0000-0002-1742-0584"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Business School, Hunan University""]}, {""name"": ""Shuyuan Liu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, Hunan University""]}, {""name"": ""Erik Demeulemeester"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Research Center for Operations Management, KU Leuven""]}, {""name"": ""Zhongbao Zhou"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, Hunan University""]}]","[""Business School, Hunan University"", ""Research Center for Operations Management, KU Leuven""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2273,Ad-free subscription service introduction for competing digital content platforms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2654571,https://doi.org/10.1080/01605682.2026.2654571,https://doi.org/10.1080/01605682.2026.2654571,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2654571,Xiang Li,"[""Y G Liu""]","[{""name"": ""Xiang Li"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""College of Economic and Social Development, Nankai University""]}, {""name"": ""Yuhong Liu"", ""orcid"": ""https://orcid.org/0000-0001-8901-6487"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""College of Economic and Social Development, Nankai University""]}]","[""College of Economic and Social Development, Nankai University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
467,Advancing Smart OR stewardship: GenAI literacy for Soft OR practitioners,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2672123,https://doi.org/10.1080/01605682.2026.2672123,https://doi.org/10.1080/01605682.2026.2672123,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2672123,Katharina Burger,"[""Katharina Burger""]","[{""name"": ""Katharina Burger"", ""orcid"": ""https://orcid.org/0000-0002-4348-5381"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University College London""]}, {""name"": ""Leroy White"", ""orcid"": ""https://orcid.org/0000-0001-6827-1323"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Exeter""]}]","[""University College London"", ""University of Exeter""]",2026-05-22 07:30:15,2026-05-23 03:40:12
2263,An international educational framework for teaching simulation,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2656354,https://doi.org/10.1080/01605682.2026.2656354,https://doi.org/10.1080/01605682.2026.2656354,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2656354,Christoph Kogler,"[""Christoph Kögler""]","[{""name"": ""Christoph Kogler"", ""orcid"": ""https://orcid.org/0000-0001-8811-152X"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""BOKU University""]}, {""name"": ""Theresa Roeder"", ""orcid"": ""https://orcid.org/0000-0002-0929-1479"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""San Francisco State University""]}, {""name"": ""Antuela Tako"", ""orcid"": ""https://orcid.org/0000-0003-3585-3620"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Nottingham Trent University""]}, {""name"": ""Anastasia Anagnostou"", ""orcid"": ""https://orcid.org/0000-0003-3397-8307"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Brunel University London""]}]","[""BOKU University"", ""San Francisco State University"", ""Nottingham Trent University"", ""Brunel University London""]",2026-05-23 03:40:12,2026-05-23 03:40:12
464,An interpretable machine learning approach for forecasting the occurrence of extreme electricity prices in the day-ahead market,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2660989,https://doi.org/10.1080/01605682.2026.2660989,https://doi.org/10.1080/01605682.2026.2660989,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2660989,Jingchuan Ma,"[""Yu‐Wang Chen""]","[{""name"": ""Jingchuan Ma"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Alliance Manchester Business School, The University of Manchester""]}, {""name"": ""Yu-wang Chen"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Alliance Manchester Business School, The University of Manchester""]}, {""name"": ""Fanlin Meng"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Exeter Business School, University of Exeter""]}]","[""Alliance Manchester Business School, The University of Manchester"", ""University of Exeter Business School, University of Exeter""]",2026-05-22 07:30:15,2026-05-23 03:40:12
2265,Bankruptcy prediction using cost-sensitive multi-objective feature selection and imbalance-XGBoost,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2647080,https://doi.org/10.1080/01605682.2026.2647080,https://doi.org/10.1080/01605682.2026.2647080,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2647080,Petr Hajek,"[""Jean‐Michel Sahut""]","[{""name"": ""Petr Hajek"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Science and Research Centre, Faculty of Economics and Administration, University of Pardubice""]}, {""name"": ""Jean-Michel Sahut"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""IDRAC Business School, Lyon, France"", ""Paris-Saclay University""]}, {""name"": ""Roberto Henriques"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""NOVA IMS, Universidade Nova de Lisboa""]}]","[""Science and Research Centre, Faculty of Economics and Administration, University of Pardubice"", ""IDRAC Business School, Lyon, France"", ""Paris-Saclay University"", ""NOVA IMS, Universidade Nova de Lisboa""]",2026-05-23 03:40:12,2026-05-23 03:40:12
468,Collusion core-Nash ordinal consensus mechanism for large-scale group decision-making,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2669266,https://doi.org/10.1080/01605682.2026.2669266,https://doi.org/10.1080/01605682.2026.2669266,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2669266,Dengyu Zhao,"[""Fanyong Meng""]","[{""name"": ""Dengyu Zhao"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Nanjing University of Information Science and Technology""]}, {""name"": ""Fanyong Meng"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Nanjing University of Information Science and Technology""]}]","[""Nanjing University of Information Science and Technology""]",2026-05-22 07:30:15,2026-05-23 03:40:12
2262,"Commentaries on A. Mor, C. Orsenigo and M.G. Speranza “optimization and supervised learning for decision making: competitors or partners?”",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2653919,https://doi.org/10.1080/01605682.2026.2653919,https://doi.org/10.1080/01605682.2026.2653919,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2653919,Okan Arslan,"[""Saı̈d Salhi""]","[{""name"": ""Okan Arslan"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""HEC""]}, {""name"": ""Carmine Cerrone"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Genoa""]}, {""name"": ""Richard Eglese"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Lancaster University""]}, {""name"": ""Bissan Ghaddar"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Western University""]}, {""name"": ""Bruce L. Golden"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Maryland""]}, {""name"": ""Martin Kunc"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Southampton""]}, {""name"": ""Gilbert Laporte"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""HEC"", ""University of Bath""]}, {""name"": ""Francisco Saldanha-da-Gama"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Sheffield University Management School""]}, {""name"": ""Said Salhi"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Kent""]}, {""name"": ""Kate Smith-Miles"", ""orcid"": ""https://orcid.org/0000-0003-2718-7680"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Melbourne""]}, {""name"": ""Daniele Vigo"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Bologna""]}]","[""HEC"", ""University of Genoa"", ""Lancaster University"", ""Western University"", ""University of Maryland"", ""University of Southampton"", ""University of Bath"", ""Sheffield University Management School"", ""University of Kent"", ""University of Melbourne"", ""University of Bologna""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2268,"Consumer heterogeneity, integration strategies, and electric vehicle batteries recycling",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2648782,https://doi.org/10.1080/01605682.2026.2648782,https://doi.org/10.1080/01605682.2026.2648782,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2648782,Yujun Wang,"[""Xiaobing Li""]","[{""name"": ""Yujun Wang"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""School of Management Science and Engineering, Dongbei University of Finance and Economics""]}, {""name"": ""Wei Jiang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Antai College of Economics & Management, Shanghai Jiao Tong University""]}, {""name"": ""Xiaobing Li"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Management Science and Engineering, Dongbei University of Finance and Economics""]}]","[""School of Management Science and Engineering, Dongbei University of Finance and Economics"", ""Antai College of Economics & Management, Shanghai Jiao Tong University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2280,Correction,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2653341,https://doi.org/10.1080/01605682.2026.2653341,https://doi.org/10.1080/01605682.2026.2653341,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2653341,,[],[],[],2026-05-23 03:40:12,2026-05-23 03:40:12
2279,Data-driven perspective for improving first-time attempts in last-mile deliveries: evidence from a chinese home appliance retailer,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2636606,https://doi.org/10.1080/01605682.2026.2636606,https://doi.org/10.1080/01605682.2026.2636606,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2636606,Huaxin Qiu,"[""Dujuan Wang""]","[{""name"": ""Huaxin Qiu"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Glorious Sun School of Business and Management, Donghua University""]}, {""name"": ""Sutong Wang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, Sichuan University""]}, {""name"": ""Qihang Xu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, Sichuan University""]}, {""name"": ""Yunqiang Yin"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Economics and Management, University of Electronic Science and Technology of China""]}, {""name"": ""Yugang Yu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Management, University of Science and Technology of China""]}, {""name"": ""Dujuan Wang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, Sichuan University""]}]","[""Glorious Sun School of Business and Management, Donghua University"", ""Business School, Sichuan University"", ""School of Economics and Management, University of Electronic Science and Technology of China"", ""School of Management, University of Science and Technology of China""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2257,Decision making of a village supply chain model under fuzzy reasoning,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2664766,https://doi.org/10.1080/01605682.2026.2664766,https://doi.org/10.1080/01605682.2026.2664766,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2664766,Mrinmoyee Das,"[""Sujit Kumar De""]","[{""name"": ""Mrinmoyee Das"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Department of Mathematics, Midnapore College (Autonomous)""]}, {""name"": ""Sujit Kumar De"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Department of Mathematics, Midnapore College (Autonomous)""]}]","[""Department of Mathematics, Midnapore College (Autonomous)""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2271,"Design of resilient, platform-based manufacturing networks for highly-customized production",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2645150,https://doi.org/10.1080/01605682.2026.2645150,https://doi.org/10.1080/01605682.2026.2645150,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2645150,Hoora Katoozian,"[""Masoumeh Kazemi Zanjani""]","[{""name"": ""Hoora Katoozian"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Concordia University"", ""Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT)""]}, {""name"": ""Masoumeh Kazemi Zanjani"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Concordia University"", ""Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT)""]}]","[""Concordia University"", ""Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT)""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2289,Digital empowerment in agricultural e-commerce supply chains: contract farming versus customized farming,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2643406,https://doi.org/10.1080/01605682.2026.2643406,https://doi.org/10.1080/01605682.2026.2643406,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2643406,Yaping Ma,"[""Hongjun Peng""]","[{""name"": ""Yaping Ma"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Nanjing Forestry University""]}, {""name"": ""Tao Pang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""North Carolina State University""]}, {""name"": ""Hongjun Peng"", ""orcid"": ""https://orcid.org/0000-0001-5377-0955"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Nanjing Forestry University""]}, {""name"": ""Xin Feng"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Nanjing Forestry University""]}, {""name"": ""Yang Geng"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Nanjing Forestry University""]}]","[""Nanjing Forestry University"", ""North Carolina State University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2259,Discrete event simulation of diabetes &amp; maternity care pathway in a major UK city,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2661269,https://doi.org/10.1080/01605682.2026.2661269,https://doi.org/10.1080/01605682.2026.2661269,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2661269,Elvan Gokalp Ozpolat,"[""Elvan; id_orcid 0009-0004-9806-1908 Gokalp Ozpolat""]","[{""name"": ""Elvan Gokalp Ozpolat"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Birmingham""]}, {""name"": ""Gu Pang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Birmingham""]}, {""name"": ""Keru Duan"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Birmingham""]}, {""name"": ""Aisha Janjua"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Birmingham Women’s and Children’s Hospital""]}, {""name"": ""Deepthi Jyothish"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Birmingham Women’s and Children’s Hospital""]}]","[""University of Birmingham"", ""Birmingham Women’s and Children’s Hospital""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2276,Discussing five decades of legacy of soft systems methodology in operational research and other fields of knowledge,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2656352,https://doi.org/10.1080/01605682.2026.2656352,https://doi.org/10.1080/01605682.2026.2656352,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2656352,Alberto Paucar-Caceres,"[""Alberto Manchester Paucar-Caceres""]","[{""name"": ""Alberto Paucar-Caceres"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Manchester Metropolitan University""]}]","[""Manchester Metropolitan University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2285,Equilibrium strategies under model uncertainty in a shareholder–manager differential game for insurance firms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2645158,https://doi.org/10.1080/01605682.2026.2645158,https://doi.org/10.1080/01605682.2026.2645158,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2645158,Bo Yang,"[""Youwei Li""]","[{""name"": ""Bo Yang"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""School of Applied Mathematics, Nanjing University of Finance and Economics""]}, {""name"": ""Dingjun Yao"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Finance, Nanjing University of Finance and Economics""]}, {""name"": ""Xin Xu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Finance, Nanjing University of Finance and Economics""]}, {""name"": ""Youwei Li"", ""orcid"": ""https://orcid.org/0000-0002-2142-7607"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Business School, University of Hull""]}, {""name"": ""Yizhi Wang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Cardiff Business School, Cardiff University""]}]","[""School of Applied Mathematics, Nanjing University of Finance and Economics"", ""School of Finance, Nanjing University of Finance and Economics"", ""Business School, University of Hull"", ""Cardiff Business School, Cardiff University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
473,Exploring complementarities and differences between Operational Research and Generative AI to transform operations,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2674225,https://doi.org/10.1080/01605682.2026.2674225,https://doi.org/10.1080/01605682.2026.2674225,"crossref,openalex",https://doi.org/10.1080/01605682.2026.2674225,Tsan-Ming Choi,"[""Tsan-Ming Choi""]","[{""name"": ""Tsan-Ming Choi"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Liverpool""]}, {""name"": ""Preetam Basu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Kent""]}, {""name"": ""Sunil Tiwari"", ""orcid"": ""https://orcid.org/0000-0002-0499-2794"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Bristol""]}, {""name"": ""Indranil Biswas"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""NEOMA Business School""]}, {""name"": ""Martin Kunc"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Southampton""]}]","[""University of Liverpool"", ""University of Kent"", ""University of Bristol"", ""NEOMA Business School"", ""University of Southampton""]",2026-05-22 07:30:15,2026-05-23 03:40:12
2272,Factors affecting rider churn in on-demand food delivery services: insights using a survival analysis and interpretable machine learning approach,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2656355,https://doi.org/10.1080/01605682.2026.2656355,https://doi.org/10.1080/01605682.2026.2656355,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2656355,Praveen Puram,"[""Praveen Puram""]","[{""name"": ""Praveen Puram"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Department of Entrepreneurship and Management, Indian Institute of Technology Hyderabad""]}, {""name"": ""Soumya Roy"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Decision Sciences and Operations Management, Indian Institute of Management Kozhikode""]}, {""name"": ""Anand Gurumurthy"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Decision Sciences and Operations Management, Indian Institute of Management Kozhikode""]}]","[""Department of Entrepreneurship and Management, Indian Institute of Technology Hyderabad"", ""Decision Sciences and Operations Management, Indian Institute of Management Kozhikode""]",2026-05-23 03:40:12,2026-05-23 03:40:12
472,Friend or foe? Cooperative delivery and local advertising in neighborhood-based E-commerce,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2669263,https://doi.org/10.1080/01605682.2026.2669263,https://doi.org/10.1080/01605682.2026.2669263,"crossref,openalex",https://doi.org/10.1080/01605682.2026.2669263,Yanru Liu,"[""Yanru Liu""]","[{""name"": ""Yanru Liu"", ""orcid"": ""https://orcid.org/0009-0003-6662-2953"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Xi’an Jiaotong University""]}, {""name"": ""Gang Li"", ""orcid"": ""https://orcid.org/0000-0002-0358-0085"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Xi’an Jiaotong University""]}]","[""Xi’an Jiaotong University""]",2026-05-22 07:30:15,2026-05-23 03:40:12
2287,GenAI-enhanced risk response in project portfolios: a complex network evolutionary game approach,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2633436,https://doi.org/10.1080/01605682.2026.2633436,https://doi.org/10.1080/01605682.2026.2633436,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2633436,Xu Zhang,"[""Sobhan Asian""]","[{""name"": ""Xu Zhang"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""School of Business, Hohai University""]}, {""name"": ""Sobhan (Sean) Arisian"", ""orcid"": ""https://orcid.org/0000-0001-5324-5026"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""La Trobe Business School, La Trobe University""]}, {""name"": ""Hongyang Li"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Business, Hohai University""]}, {""name"": ""Libiao Bai"", ""orcid"": ""https://orcid.org/0000-0003-4105-6476"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Economics and Management, Chang’an University""]}, {""name"": ""Wenxin Shen"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""School of Economics and Management, Beijing Jiaotong University""]}]","[""School of Business, Hohai University"", ""La Trobe Business School, La Trobe University"", ""School of Economics and Management, Chang’an University"", ""School of Economics and Management, Beijing Jiaotong University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2256,Government regulations or entities’ sensitivities in smart SSC? Analysing through dynamic evolution from infant to mature stage,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2661890,https://doi.org/10.1080/01605682.2026.2661890,https://doi.org/10.1080/01605682.2026.2661890,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2661890,Subhamoy Bera,"[""Subhamoy Bera""]","[{""name"": ""Subhamoy Bera"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Jadavpur University""]}, {""name"": ""Bibhas C. Giri"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Jadavpur University""]}]","[""Jadavpur University""]",2026-05-23 03:40:12,2026-05-23 03:40:12
2293,Heterogeneous information provision and Bayesian effect for queues with strategic customers,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,相关高水平论文锚点,2026,10.1080/01605682.2026.2641673,https://doi.org/10.1080/01605682.2026.2641673,https://doi.org/10.1080/01605682.2026.2641673,"openalex,crossref",https://doi.org/10.1080/01605682.2026.2641673,Jian Cao,"[""Yongjiang Guo""]","[{""name"": ""Jian Cao"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Nanjing University of Finance and Economics""]}, {""name"": ""Yongjiang Guo"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Beijing University of Posts and Telecommunications"", ""Key Laboratory of Mathematics and Information Networks (Beijing University of Posts and Telecommunications)""]}, {""name"": ""Xiyang Hou"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Changsha University of Science and Technology Changsha""]}, {""name"": ""Chengzhi Fang"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Beijing University of Posts and Telecommunications"", ""Key Laboratory of Mathematics and Information Networks (Beijing University of Posts and Telecommunications)""]}]","[""Nanjing University of Finance and Economics"", ""Beijing University of Posts and Telecommunications"", ""Key Laboratory of Mathematics and Information Networks (Beijing University of Posts and Telecommunications)"", ""Changsha University of Science and Technology Changsha""]",2026-05-23 03:40:12,2026-05-23 03:40:12
