name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Xiaoying Yang,University of Nottingham Ningbo China; Shanxi University of Traditional Chinese Medicine,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104885,A collaborative evolutionary reinforcement learning approach to dynamic pickup and delivery challenges,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Xiaoyu Han,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ress.2026.112874,A gas turbine performance mitigation control method based on state assessment,RELIABILITY ENGINEERING & SYSTEM SAFETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xiaozhou He,"Business School, Sichuan University; Management Science and Operations Research Institute, Sichuan University",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2628668,Self-sustained community emergency preparedness and initial response planning considering volunteer dispatching,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xin Wang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105763,Constrained machine unlearning of learning-based intelligent transportation systems models,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xin Zhao,Chalmers University of Technology,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105022,Socioeconomic impact assessment of hybrid-electric aircraft introduction in Swedish air traffic,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xinge Liu,Southeast University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.104996,Assessing the impact of the Paris 2024 Olympic Games on bicycle lane utilization with electric bike-sharing data,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xinglu Liu,Shanghai University; Nantong University; Nanjing Agricultural University; Tsinghua University; University of Hong Kong; Shenzhen Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104910,"Dispatch-sequencing optimization for drone delivery services: Models, properties and cutting planes",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Xintian Gao,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104856,F-CutLearn: A feasibility-guaranteed cut learning method for network design problems,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xinyuan Chen,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104892,Air-rail integrated flight network design,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xitong Guo,Harbin Institute of Technology; Sichuan University; West China Second University Hospital of Sichuan University,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.dss.2026.114687,Crowdsourced professional signals: How physician-group congruence shapes patient choice on online healthcare platforms,DECISION SUPPORT SYSTEMS,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Xiufang Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104917,How does blockchain-enabled information sharing influence supplier encroachment mode selection under asymmetric quality preference information?,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xiujie Zhao,"College of Management and Economics, Tianjin University",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2628678,Condition-based maintenance for production systems: Inferring degradation states from quality characteristics,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xiyuan Ren,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105046,Microtransit revenue management informed by citywide travel demand and joint subscription–mode choice modeling,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xizhuo (Cici) Zhang,"Department of Industrial & Systems Engineering, The University of Tennessee",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2655757,Geometry-aware active learning of spatiotemporal dynamic systems,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xu Qu,University of Wisconsin–Madison; Southeast University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105693,Empowering cooperative control for vehicle groups in merging areas: A trajectory-data-driven critical vehicle identification approach,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xu Yangdong,,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104890,Ridesharing user equilibrium model with drivers matching passengers from multiple OD pairs and avoiding the en-route transfers,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xu Zhang,"School of Business, Hohai University",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2633436,GenAI-enhanced risk response in project portfolios: a complex network evolutionary game approach,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Xuejun Hu,"Business School, Hunan University",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2651219,A two-stage robust optimisation model for multi-project scheduling and material ordering under demand uncertainty,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xueping Li,"Department of Industrial Systems Engineering, University of Tennessee—Knoxville",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2620081,On the optimization of warehousing handling unit partitioning,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Xuewen Han,"Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1262,"Legal Shields, Hidden Costs: The Dual Effects of Patent Troll Laws on Information Technology Firm Innovation",INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Xusen Cheng,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.dss.2026.114685,Looking at and feeling the Metaverse: How spatial priming influences trust in collaborative virtual environments through situated cognition,DECISION SUPPORT SYSTEMS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Y G Liu,"College of Economic and Social Development, Nankai University",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2654571,Ad-free subscription service introduction for competing digital content platforms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length",needs_review
Y Li,Shanghai Maritime University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103549,Collaborative optimization of berth scheduling and multi-energy dispatch for green ports,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length",needs_review
Yafei Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105029,Towards smarter on-demand ride-sharing: Leveraging spatiotemporal flexibility to improve efficiency via delayed matching and walking,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yahua Zhang,University College of Aviation and Technology; UCL Australia; The University of Adelaide; Hong Kong Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105067,Hydrogen-powered aviation: What do we know and where do we go?,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yajing Chen,"School of Management Science and Engineering, Dongbei University of Finance and Economics",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2025.2612181,Joint bundle design and pricing for extended warranty providers servicing multi-tier products,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yan Chen,University of Manchester,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104906,Transportation resilience through cascading adaptation: national-scale evidence from China,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yan Liu,Hong Kong Polytechnic University; University of International Business and Economics; HEC Montréal; University of Electronic Science and Technology of China,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103482,Truck vs high-speed rail express delivery: The social welfare and environmental implications,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yan Wang,"School of Intelligence Science and Engineering, Harbin Institute of Technology Shenzhen, Shenzhen 51800, China; and Department of Mechanical and Automation Engineering, Chinese University of Hong Kong, Hong Kong Special Administrative Region",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/trsc.2024.0756,Gradient-Based Distributed Cruise Control Under Intermittent V2V Communication for Smoothing Traffic Flow,TRANSPORTATION SCIENCE,2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yan Xu,Chang'an University; Xuzhou Medical College; Second People’s Hospital of Huai’an; Huaiyin Normal University; Tongji University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104922,"Industrial coagglomeration, industrial–innovation chain integration, and supply chain resilience: evidence from manufacturing and logistics industries",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yan Zhu,"Business School, Sichuan University",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2652578,A personalized individual semantics-based multi-criteria method for learning preferences in the graph model for conflict resolution,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanan Wang,"Department of Information Systems and Operations Management, The University of Texas at Arlington, Arlington, Texas 76019",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1518,Align Generative Artificial Intelligence with Human Preferences: A Novel Large Language Model Fine-Tuning Method for Online Review Management,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanchao Liu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103491,"Spatial Markov equilibrium models for taxi services: driver decision, search friction, and locational pricing",TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yandong He,Shanghai University; Nantong University; Nanjing Agricultural University; Tsinghua University; University of Hong Kong; Shenzhen Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104910,"Dispatch-sequencing optimization for drone delivery services: Models, properties and cutting planes",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yang Liu,"Experimental Center of Data Science and Intelligent Decision-Making, School of Management, Hangzhou Dianzi University, Hangzhou 310018, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2023.0086,Departmental Boundaries and Knowledge Sharing in Corporate Online Communities,INFORMATION SYSTEMS RESEARCH,2026,first_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Yangdong Xu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104890,Ridesharing user equilibrium model with drivers matching passengers from multiple OD pairs and avoiding the en-route transfers,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanhong Lu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ress.2026.112840,Quantifying reliability-relevant delay variability in remote-stand ground handling: Evidence from a multi-airport matched comparison,RELIABILITY ENGINEERING & SYSTEM SAFETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanju Zhou,Central South University; Hunan University; Hunan University of Technology,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103538,Conservative or free-riding: Optimal sourcing strategy selection,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanrong Li,"Department of Industrial Systems Engineering and Management, National University of Singapore",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2025.2612181,Joint bundle design and pricing for extended warranty providers servicing multi-tier products,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanru Liu,Xi’an Jiaotong University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2669263,Friend or foe? Cooperative delivery and local advertising in neighborhood-based E-commerce,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanshuo Sun,Florida A&M University - Florida State University College of Engineering,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105738,Network-based formulations and solution algorithm for paratransit districting,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yanyang Zhao,"Booth School of Business, University of Chicago, Chicago, Illinois 60637",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2023.0249,Managing Multitier Inventory Networks with Expediting Under Normal and Disrupted Modes,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yao Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.104999,Impact of personal vehicle emission tax policy and Pareto-improving strategies on travel and urban performance,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yaochen Ma,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103460,Late-night and early-morning train scheduling with non-traffic hour maintenance window in urban rail transit systems,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yaoyao Wang,Nantong University; Shanghai Jiao Tong University; Shanghai Ocean University; Universidad Autónoma de Nuevo León; Hong Kong Polytechnic University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103430,A branch-and-price algorithm for integrated optimization on vehicle and crew scheduling of electric bus system,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yaping Ma,Nanjing Forestry University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2643406,Digital empowerment in agricultural e-commerce supply chains: contract farming versus customized farming,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yawen Gao,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105028,A simulation-optimization framework for the diffusion of new energy vehicles under subsidy policy abolishment: A multi-policy trajectory optimization perspective,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yefei Yang,Ludong University; Beijing Jiaotong University; Hong Kong Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ijpe.2026.110067,Multi-agent deep reinforcement learning for ordering and inventory allocation in a decentralized two-echelon dual-channel supply chain,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yibing Wang,Zhejiang University; Technical University of Munich; Technical University of Crete; Tongji University; Chongqing University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105728,"Optimal integrated control of internal boundaries, ramp inflows, and variable speed limits for lane-free traffic of connected automated vehicles on freeways",TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yichen Ma,"H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2637906,Privacy attack against federated tensor decomposition-based models,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yifan Wu,"Wm Michael Barnes ‘64 Department of Industrial and Systems Engineering, Texas A&M University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2621996,Revisiting continuous <i>p</i> -hub location problems with the <b>ℓ</b> <sup>1</sup> metric,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yihong Tang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105692,From street views to urban science: Discovering road safety factors with multimodal large language models,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yijie Wang,"School of Economics and Management, Tongji University, Shanghai 200092, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.0997,On Data-Driven Prescriptive Analytics with Side Information: A Regularized Nadaraya–Watson Approach,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yijin Song,Chang'an University; Xuzhou Medical College; Second People’s Hospital of Huai’an; Huaiyin Normal University; Tongji University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104922,"Industrial coagglomeration, industrial–innovation chain integration, and supply chain resilience: evidence from manufacturing and logistics industries",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yin Jiang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103582,AI assistance in a skill-based product market: The role of explanation preference,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yin Yuan,Beijing Jiaotong University; University of Leeds,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103432,Coordinating transfers between bus and metro train in real time: A logic-based branch-and-bound method,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yingmei Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104866,Climate risk erosion of firms’ supply chain network positions: environmental management dilemmas and resilience trade-offs,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yingqiu Zhu,University of International Business and Economics,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1007/s10479-026-07269-9,SGCN: A Robust Subsampling-Based GCN for Large-Scale Network with Out-of-Distribution Nodes,ANNALS OF OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yinjie Luo,New York University Abu Dhabi; New York University; Southwest Jiaotong University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105729,Empirical distribution of probe vehicle penetration rates and implications for traffic state estimation,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yinwei Feng,Hong Kong Polytechnic University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104911,Verbal-command-driven ship trajectory prediction: a context-aware intent injection mechanism for intelligent maritime transportation,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yiqiao Li,"University of California, Irvine; Irvine University; The Graduate Center, CUNY; City College of New York; City University of New York",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105725,Automated knowledge elicitation for rail vehicle identification using vision-language models,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yitao Yang,University of Leeds,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104906,Transportation resilience through cascading adaptation: national-scale evidence from China,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yixin Zhu,Shanghai University of Finance and Economics,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1177/10591478261451988,Impact of disruption risk at different supplier tiers,PRODUCTION AND OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yixuan Wang,Emory University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2663942,Peel pack planning: a comparison of decomposition approaches,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yizhe Wang,Tongji University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105685,Adaptive graph-Aware contrasting for heterogeneous traffic flow forecasting,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yong Wang,Chongqing Jiaotong University; Shanghai University; Dalian University of Technology; Yangzhou University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104941,Two-echelon multi-depot location-routing problem with time windows and dynamic customer demands,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yongchao Liu,Dalian University of Technology,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.ejor.2026.04.032,Statistical inference for online decision making with Lasso loss function: In a contextual multi-armed bandit setting,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yongjian Li,"Business School, Nankai University, Tianjin 300071, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1425,To Adopt or Not: The Paradox of AR Fitting Technology in Retail Channels,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yongjiang Guo,Beijing University of Posts and Telecommunications; Key Laboratory of Mathematics and Information Networks (Beijing University of Posts and Telecommunications),1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2641673,Heterogeneous information provision and Bayesian effect for queues with strategic customers,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yongneng Xu,Nanjing University of Science and Technology; Ministry of Industry and Information Technology; Tianjin University of Technology and Education; Tianjin University of Technology; Technische Universität Berlin,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103445,Macro-Micro Synergistic Safety Coordination for Mixed-autonomy Traffic: A Trust and Risk-aware Multi-agent Framework,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Youwei Li,"Business School, University of Hull",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2645158,Equilibrium strategies under model uncertainty in a shareholder–manager differential game for insurance firms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yu Zhou,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105056,Solar-powered public transit: evaluating photovoltage deployment strategies for battery electric bus networks,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
